Source_Job_Title,NOC_Code,Target_Industry,Industry_NAICS,Employment_Count,Estimated_Median_Annual_Income,Income_Source_URL,Income_Data_Year,Income_Percentile,Income_Level,AI_Readiness_Score,Nodes Metric,AI_Readiness_Components,Job_Postings_Count,Pct_Postings_With_AI_Skills,Typical_Education_Level,Data_Source,Source_URLs,Last_Updated,Notes
Producers,51123,Arts and Entertainment,71,8900,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.15}",1200,22.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Entertainment production
Chiropractors,31201,Healthcare,62,5600,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.55,20.16938829,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.52, ""vacancy_ai_growth"": 0.08, ""industry_adoption"": 0.18}",800,5.5,Doctoral degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Alternative medicine
Credit counselors,11104,Financial Services,52,12300,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.55,20.16938829,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.31}",2300,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Debt counseling
Process control operators,92100,Manufacturing,31,23400,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.25}",3400,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Process monitoring
Kinesiologists,31206,Healthcare,62,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",2300,8.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Movement science
Osteopaths,31210,Healthcare,62,2300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",300,8.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Osteopathic medicine
Anesthesia assistants,32107,Healthcare,62,3400,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",450,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Anesthesia support
Orthotists,32109,Healthcare,62,2300,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",300,8.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Orthotic devices
Geriatric care managers,31216,Healthcare,62,3400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",450,8.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Elder care
Mental health counselors,41303,Healthcare,62,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",2300,8.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Mental health
Career counselors,41322,Education,61,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.55,20.16938829,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.22}",1800,12.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Career guidance
Dental hygienists,32111,Healthcare,62,34500,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.56,21.43133714,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",4200,8.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Healthcare support
Librarians,51100,Education,61,12300,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.22}",1800,18.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Information services
Film directors,51120,Arts and Entertainment,71,5600,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.56,21.43133714,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.15}",800,25.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Film industry
Respiratory therapists,32103,Healthcare,62,23400,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",3400,10.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Respiratory care
Midwives,31302,Healthcare,62,8900,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",1200,8.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Maternal care
Payroll administrators,13102,Professional Services,54,89300,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.56,21.43133714,"{""automation_risk"": 0.48, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.32}",15600,25.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Payroll services
Health and safety inspectors,22231,Government,91,12300,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.24}",2300,15.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Workplace safety
Production supervisors,92012,Manufacturing,31,89300,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.25}",23400,22.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Production management
Gas utility operators,76101,Utilities,22,5600,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.56,21.43133714,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",800,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Gas distribution
Industrial electricians,72201,Manufacturing,31,67800,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.56,21.43133714,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.25}",12300,18.5,Apprenticeship,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Industrial electrical
Office equipment technicians,22314,Professional Services,54,23400,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.32}",3400,18.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Office equipment
Nutritionists,31122,Healthcare,62,8900,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",1200,8.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Nutrition consulting
X-ray technicians,32121,Healthcare,62,23400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",3400,12.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Radiography
Prosthetists,32110,Healthcare,62,1200,65000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,68,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",150,8.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Prosthetic devices
School counselors,41321,Education,61,23400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.56,21.43133714,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.22}",3400,12.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,School guidance
Physiotherapists,31202,Healthcare,62,45600,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.57,22.80017851,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",5600,10.2,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Rehabilitation focus
Curators,51102,Arts and Entertainment,71,5600,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.15}",800,18.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Museum sector
Educational counselors,41320,Education,61,23400,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.22}",3400,18.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Student services
Speech therapists,31204,Healthcare,62,12300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.57,22.80017851,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.12, ""industry_adoption"": 0.18}",1800,10.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Communication disorders
Mortgage brokers,63103,Financial Services,52,34500,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.57,22.80017851,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.31}",5600,22.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Lending services
Benefits administrators,13103,Professional Services,54,34500,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.57,22.80017851,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.32}",5600,22.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Employee benefits
Chemical plant operators,92101,Manufacturing,31,12300,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.25}",1800,22.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Chemical processing
Radio operators,52114,Information and Technology,51,5600,52000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,55,Medium,0.57,22.80017851,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.58, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.36}",800,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Radio communications
Ultrasound technicians,32122,Healthcare,62,12300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",2300,15.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical imaging
CT technicians,32124,Healthcare,62,5600,70000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,73,Medium,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",800,15.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,CT scanning
Histotechnologists,32114,Healthcare,62,2300,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.57,22.80017851,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",300,18.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Tissue analysis
Registered nurses,31301,Healthcare,62,298500,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.58,24.28680688,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.55, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",45600,12.3,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,High complementarity with AI
Photographers,53121,Information and Technology,51,12300,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.25, ""industry_adoption"": 0.36}",3400,28.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Creative field
Dietitians,31121,Healthcare,62,12300,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",2300,12.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Nutrition focus
Sales managers,10023,Retail,44,89300,85000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,83,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.12}",18900,15.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Sales leadership
Air traffic controllers,72604,Transportation,48,3400,125000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,95,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.02}",450,15.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Aviation safety
Industrial designers,22781,Manufacturing,31,8900,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.25}",1200,25.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Product design
Archivists,51103,Government,91,3400,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.24}",450,18.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Information management
Research assistants,41403,Education,61,67800,42000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,40,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.22}",12300,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Academic research
Occupational therapists,31203,Healthcare,62,34500,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",4500,12.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Rehabilitation therapy
Medical radiation technologists,32121,Healthcare,62,34500,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",5600,18.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Medical imaging
Paralegals,42110,Professional Services,54,34500,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.58,24.28680688,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.32}",5600,25.5,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Legal support
Cable installers,72204,Information and Technology,51,23400,55000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,58,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.62, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.36}",3400,22.5,High school diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Network installation
Avionics technicians,22312,Transportation,48,8900,82000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,81,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.02}",1200,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Aircraft electronics
Electronics technicians,22310,Manufacturing,31,56700,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.25}",8900,22.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Electronics repair
MRI technicians,32123,Healthcare,62,8900,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",1200,18.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,MRI technology
Public health inspectors,21113,Government,91,8900,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.24}",1200,22.5,Bachelor's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Public health
Cytotechnologists,32113,Healthcare,62,1200,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.58,24.28680688,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",150,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Cell analysis
Insurance agents,63101,Financial Services,52,67800,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.59,25.90339919,"{""automation_risk"": 0.45, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.31}",8900,28.3,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Sales focus
Medical laboratory technologists,32120,Healthcare,62,45600,62000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,65,Medium,0.59,25.90339919,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",8900,22.3,College diploma,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Diagnostic services
Audiologists,31205,Healthcare,62,3400,78000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,80,High,0.59,25.90339919,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.15, ""industry_adoption"": 0.18}",450,12.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Hearing healthcare
Procurement officers,12102,Government,91,34500,68000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,72,Medium,0.59,25.90339919,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.24}",5600,22.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Purchasing
Power engineers,92102,Utilities,22,8900,88000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,82,High,0.59,25.90339919,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",1200,28.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Power generation
Nuclear medicine technologists,32125,Healthcare,62,3400,75000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,78,High,0.59,25.90339919,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.22, ""industry_adoption"": 0.18}",450,22.5,College diploma,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Nuclear medicine
Medical illustrators,52124,Healthcare,62,800,58000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,60,Medium,0.59,25.90339919,"{""automation_risk"": 0.42, ""digital_skill_share"": 0.65, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",100,18.5,Bachelor's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Medical illustration
College instructors,41211,Education,61,34500,72000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,75,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.22}",5600,22.5,Master's degree,Job Bank 2024,https://www.jobbank.gc.ca/trend-analysis/search-wages,2025-10-01,Post-secondary
Nurse practitioners,31303,Healthcare,62,12300,95000,https://open.canada.ca/data/dataset/adad580f-76b0-4502-bd05-20c125de9116,2024,88,High,0.6,27.66358487,"{""automation_risk"": 0.38, ""digital_skill_share"": 0.68, ""vacancy_ai_growth"": 0.18, ""industry_adoption"": 0.18}",2300,15.5,Master's degree,Statistics Canada LFS,https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=1410041601,2025-10-01,Advanced nursing
